 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 7387 698 3 3 ZTF_g 2885330321015 37748768 2.9238 8.84756 8.37923 23.7692 0.000301446 0.0667218 -0.097642 0.000997466 227 30. 0.092411 0.069572 17.276 23.7692 1 2460639.8303241 698120110 0 -9.44626978257 43.311764 -0.242610 1.854323 -51.92765028766 69.302452 -0.754337 1.039573 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7388 652 13 1 ZTF_g 2885331284815 35651632 2.2424 2.8941 8.95778 22.6345 0.0026438 0.069113 0.0575145 0.00800136 50 30. 0.102323 0.083435 16.3544 22.6345 1 2460639.8312847 652120148 1 -36.08134219658 54.122711 -0.741580 0.890590 -12.49219832554 88.559097 -0.142011 1.149468 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7389 653 16 1 ZTF_g 2885343566015 33554432 2.1724 14.0076 6.98523 24.3235 0.000103893 0.0811772 -0.0345225 0.000328826 567 30. 0.071647 0.060669 18.3136 24.3235 1 2460639.8435648 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7390 653 16 2 ZTF_g 2885343566115 33554432 2.2762 12.605 6.99637 24.1529 0.000119003 0.0952454 -0.0154165 0.000337432 603 30. 0.078439 0.069047 18.1072 24.1529 1 2460639.8435648 653120161 1 24.25982556662 37.961681 0.710881 0.958445 105.11392069639 64.235306 1.647410 1.093771 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7391 698 3 3 ZTF_g 2886187361015 0 2.4779 99.3537 6.19304 26.4087 3.0228e-06 0.0284365 -0.106818 6.13559e-06 1508 30. 0.063674 0.052785 20.4008 26.4087 3 2460640.6873611 698120110 1 0.70220614331 30.215158 0.025852 0.926639 -97.80246874594 52.679363 -1.869065 1.033509 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7392 652 13 1 ZTF_g 2886196594815 0 1.9223 71.0643 5.91688 26.1696 4.1987e-06 0.0334187 -0.0649006 7.94259e-06 1521 30. 0.07192 0.055566 20.4768 26.1696 3 2460640.6965972 652120148 1 -16.79575406907 28.886364 -0.646787 0.924367 -24.50466268693 51.058689 -0.483164 1.120232 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7393 653 16 2 ZTF_g 2886197066115 0 2.4432 79.7523 5.21369 26.1716 4.0148e-06 0.0334255 -0.0804614 7.93847e-06 1600 30. 0.064065 0.054519 20.3635 26.1716 3 2460640.6970602 653120161 1 -0.67899563688 26.151989 -0.028881 0.997794 -5.46693090581 44.763660 -0.122951 1.070234 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7394 653 16 1 ZTF_g 2886197066015 0 2.3025 82.7583 5.28067 26.2696 2.7974e-06 0.0268896 -0.0806992 5.42577e-06 1441 30. 0.060503 0.053463 20.5005 26.2696 3 2460640.6970602 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7395 698 3 3 ZTF_g 2886198001015 0 2.4665 99.484 6.09238 26.4152 2.9891e-06 0.0283184 -0.118898 6.00916e-06 1509 30. 0.062125 0.052991 20.4279 26.4152 3 2460640.6980093 698120110 1 17.48407022691 30.189129 0.644239 0.967603 43.14793020754 53.055805 0.818733 1.031222 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7396 653 16 1 ZTF_i 2886218256015 0 2.0127 228.156 5.17417 25.42 9.882e-07 0.0226336 0.190762 6.87253e-06 1451 30. 0.069603 0.063194 19.774 25.42 2 2460640.7182523 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 7397 653 16 2 ZTF_i 2886218256115 0 2.0563 210.802 5.31436 25.3352 1.0007e-06 0.0238173 0.193875 6.98828e-06 1623 30. 0.072256 0.063019 19.6309 25.3352 2 2460640.7182523 653120361 1 5.77868883434 24.906845 0.258087 0.916871 -19.59894597126 44.372353 -0.444668 1.053655 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 7398 653 16 1 ZTF_g 2886283446015 0 2.0857 83.0007 5.2631 26.2425 3.0025e-06 0.0279333 -0.0424677 5.85859e-06 1445 30. 0.05954 0.057854 20.6149 26.2425 3 2460640.7834491 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7399 653 16 2 ZTF_g 2886283446115 0 2.2191 79.3255 5.20616 26.1415 3.3348e-06 0.0304356 -0.046724 6.65922e-06 1603 30. 0.060303 0.056044 20.465 26.1415 3 2460640.7834491 653120161 1 5.29716094766 29.878271 0.197216 0.983688 -26.85289619912 50.670235 -0.533523 1.104817 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7400 652 13 1 ZTF_g 2886283914815 0 2.2703 71.674 6.53572 26.1538 5.5975e-06 0.0378885 -0.0368527 1.11561e-05 1481 30. 0.077259 0.067773 20.2065 26.1538 3 2460640.783912 652120148 1 6.11456470265 36.266052 0.187551 0.889953 7.082995617 57.310596 0.124422 1.198932 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7401 653 16 2 ZTF_r 2889238216115 0 2.306 195.385 8.06522 25.7401 2.913e-06 0.0283778 0.0937648 5.76701e-06 1602 30. 0.066665 0.061465 19.5539 25.7401 1 2460643.7382176 653120261 1 27.66766891069 40.622093 0.757644 1.065928 28.74662085461 66.810158 0.433171 1.104157 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7402 653 16 1 ZTF_r 2889238216015 0 2.2932 171.186 8.30157 25.8414 2.9739e-06 0.0277498 0.0913045 5.72648e-06 1445 30. 0.068386 0.062586 19.5668 25.8414 1 2460643.7382176 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7403 698 3 3 ZTF_r 2889239181015 0 2.1479 164.898 7.98222 26.0907 2.1076e-06 0.0236489 0.0785988 4.2033e-06 1502 30. 0.062711 0.0528 19.9577 26.0907 1 2460643.7391898 698120210 1 10.53049592429 37.057655 0.316101 1.001627 102.58669868206 66.794312 1.546204 1.042309 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7404 652 13 1 ZTF_r 2889243144815 0 2.2477 271.659 8.26823 25.9413 2.7212e-06 0.0268985 0.0872821 5.16243e-06 1518 30. 0.068671 0.061985 19.7802 25.9413 1 2460643.7431481 652120248 1 -7.96726905608 39.886837 -0.222195 1.067244 -88.57502709635 67.370155 -1.323607 1.099005 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7405 653 16 2 ZTF_i 2889284186115 33554432 2.1973 148.646 6.56648 24.9566 2.3554e-06 0.03571 0.190515 1.65422e-05 1585 30. 0.080934 0.074324 19.0126 24.9566 2 2460643.7841898 653120361 1 67.03501974415 32.916794 2.265369 0.957394 193.43984749756 54.916874 3.546135 1.088255 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 7406 653 16 1 ZTF_i 2889284186015 33554432 2.3408 160.675 6.72297 25.0394 2.25e-06 0.0340775 0.192603 1.54756e-05 1436 30. 0.077189 0.074324 19.1034 25.0394 2 2460643.7841898 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 7407 652 13 1 ZTF_i 2889284654815 33554432 2.4895 124.575 7.16101 24.9392 3.1366e-06 0.0400952 0.195265 2.04628e-05 1490 30. 0.090772 0.083473 18.8681 24.9392 2 2460643.7846528 652120348 1 16.70414183431 37.213718 0.499316 1.015169 20.97378634226 59.301876 0.356060 1.131486 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 7408 698 3 3 ZTF_i 2889288901015 0 2.4769 143.516 7.04362 25.1855 2.1836e-06 0.0341065 0.182222 1.63313e-05 1514 30. 0.076576 0.065693 19.0958 25.1855 2 2460643.7889005 698120310 1 -15.43427748862 35.554905 -0.482883 0.999586 -26.8942159085 59.038231 -0.458607 1.061448 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 7409 698 3 3 ZTF_g 2889303691015 33554432 3.1829 45.0552 8.53501 25.5323 1.69862e-05 0.0482294 -0.0567983 4.94261e-05 927 30. 0.085383 0.071743 18.9971 25.5323 1 2460643.8036921 698120110 1 9.04114985104 49.023247 0.205152 0.949064 50.31639717011 71.584030 0.707634 1.066075 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7410 652 13 1 ZTF_g 2889305174815 33554432 2.8465 35.1101 8.27896 25.3898 1.38962e-05 0.0447035 -0.0266425 3.83003e-05 962 30. 0.08242 0.07634 19.0116 25.3898 1 2460643.8051736 652120148 1 63.34765965798 51.007076 1.381513 0.928338 61.80958488956 75.197151 0.827503 1.175336 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7411 653 16 2 ZTF_g 2889305646115 33554432 2.8854 37.3545 7.28457 25.3472 1.5021e-05 0.0479651 -0.0513446 4.18709e-05 1051 30. 0.084757 0.083859 19.0784 25.3472 1 2460643.8056481 653120161 1 -60.30176411016 48.039192 -1.396333 0.908447 -81.25458767702 72.275558 -1.131805 1.123608 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7412 653 16 1 ZTF_g 2889305646015 33554432 2.7973 38.9235 7.40687 25.4375 1.37253e-05 0.0446602 -0.0333968 3.906e-05 976 30. 0.075548 0.075747 19.1803 25.4375 1 2460643.8056481 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7413 652 13 1 ZTF_r 2891309084815 33554432 1.628 174.731 9.01118 25.455 5.9315e-06 0.0386312 0.0895766 1.11765e-05 1451 30. 0.068107 0.072775 19.4054 25.455 1 2460645.8090856 652120248 1 46.69085129108 39.020370 1.331053 1.008630 134.10238174339 69.258553 1.949298 1.122913 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7414 653 16 2 ZTF_r 2891309546115 33554432 1.8477 100.803 9.52449 25.0093 2.11339e-05 0.0727975 0.0987754 4.20731e-05 1456 30. 0.067456 0.063158 18.7872 25.0093 1 2460645.8095486 653120261 1 79.40898490306 46.198177 1.912052 0.962846 199.50636515212 82.969910 2.420758 1.090013 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7415 653 16 1 ZTF_r 2891309546015 33554432 1.6108 103.997 8.95638 25.2933 1.00877e-05 0.0505792 0.0804672 1.93284e-05 1415 30. 0.065071 0.064198 19.2385 25.2933 1 2460645.8095486 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7416 698 3 3 ZTF_r 2891310021015 33554432 1.604 90.4035 9.89324 25.4501 1.14531e-05 0.0553082 0.0709764 2.28757e-05 1507 30. 0.057406 0.057457 19.2991 25.4501 1 2460645.8100231 698120210 1 48.88365037903 33.155464 1.640074 1.004251 -43.8963753862 72.977798 -0.605554 1.017792 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7417 652 13 1 ZTF_r 2892242454815 0 1.5042 310.645 6.52836 26.0783 2.5122e-06 0.0257912 0.0809753 4.7304e-06 1517 30. 0.070299 0.066234 20.4704 26.0783 1 2460646.7424537 652120248 1 3.08511401304 24.027590 0.142829 0.958247 37.29832761754 46.946941 0.799829 1.065725 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7418 653 16 1 ZTF_g 2892268536015 0 1.8158 83.2515 5.28229 26.2345 2.9365e-06 0.0276159 -0.0392598 5.75103e-06 1446 30. 0.05876 0.056476 20.6902 26.2345 3 2460646.7685301 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7419 653 16 2 ZTF_g 2892268536115 0 2.0366 79.2273 5.24646 26.1393 3.2623e-06 0.0302003 -0.0427626 6.44262e-06 1607 30. 0.059451 0.054765 20.515 26.1393 3 2460646.7685301 653120161 1 4.87524555962 25.473413 0.212894 0.977664 24.45932305198 45.066830 0.546390 1.097011 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7420 653 16 2 ZTF_r 2893154826115 35651632 1.7078 3.90036 10.5135 21.8494 0.0078039 0.079581 0.129277 0.0180259 12 30. 0.171686 0.16252 15.5624 21.8494 2 2460647.6548264 1000653130261 0 -60.72184649837 42.840725 -1.576678 0.925788 -105.31320848169 84.506012 -1.254615 1.051714 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 56
 7421 653 16 1 ZTF_r 2893154826015 35653680 1.614 4.60095 11.0812 21.2416 3.32153 1.73444 3.26874 7.21084 8 30. 0.116631 0.12878 14.9412 21.2416 2 2460647.6548264 1000653130260 0 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7422 698 3 3 ZTF_r 2893182081015 0 1.3718 123.263 9.25612 25.7706 2.9503e-06 0.0280992 0.0813292 5.92125e-06 1512 30. 0.07019 0.0778 19.8111 25.7706 1 2460647.6820833 698120210 1 -10.17647794241 32.788372 -0.345249 0.923845 -27.5995256071 73.040421 -0.380411 1.022289 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7423 653 16 2 ZTF_r 2893183076115 0 1.7722 159.33 8.69376 25.5203 6.2183e-06 0.0416625 0.0864881 1.22274e-05 1609 30. 0.064541 0.05779 19.4362 25.5203 1 2460647.6830787 653120261 1 9.01827555939 39.561504 0.253574 1.016785 -28.74670627927 72.231064 -0.400663 1.083449 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7424 653 16 1 ZTF_r 2893183076015 33554432 1.5905 131.702 9.09817 25.5566 7.1281e-06 0.0429832 0.0927724 1.37444e-05 1443 30. 0.062887 0.061009 19.4997 25.5566 1 2460647.6830787 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7425 652 13 1 ZTF_r 2893207384815 0 1.5589 195.266 7.33641 26.0604 2.2244e-06 0.0242853 0.0840761 4.19143e-06 1524 30. 0.0686 0.063324 20.3004 26.0604 2 2460647.7073843 1000652130248 1 -2.27901390683 27.313095 -0.092818 0.989973 9.85298358864 55.252174 0.179529 1.055799 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7426 653 16 1 ZTF_r 2893207856015 0 1.7099 182.195 6.6077 26.1516 1.6495e-06 0.0206488 0.0820733 3.17231e-06 1441 30. 0.060488 0.055566 20.4094 26.1516 2 2460647.7078588 1000653130260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7427 653 16 2 ZTF_r 2893207856115 0 1.8018 159.766 6.35348 26.0551 1.4859e-06 0.0203302 0.0850553 2.93501e-06 1610 30. 0.058984 0.053309 20.3124 26.0551 2 2460647.7078588 1000653130261 1 7.2304246997 27.128162 0.296482 0.917676 51.03340408727 54.205330 0.947824 1.035874 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7428 698 3 3 ZTF_r 2893212391015 39845888 1.7054 77.4401 7.87595 24.6217 2.01902e-05 0.0624494 0.0940232 4.12458e-05 1102 30. 0.078877 0.083191 18.67 24.6217 2 2460647.7123958 1000698130210 0 -25.48909692196 34.040462 -0.832940 0.901619 -48.9683255103 67.255127 -0.733002 1.026997 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7429 652 13 1 ZTF_g 2893226484815 0 1.7354 68.0791 6.35499 26.1041 5.1812e-06 0.0367982 -0.056846 1.00024e-05 1505 30. 0.071919 0.056059 20.4338 26.1041 3 2460647.7264815 652120148 1 -14.35102043656 29.217371 -0.546382 0.960187 -1.52207374575 51.285816 -0.029878 1.147233 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7430 698 3 3 ZTF_g 2893255961015 0 1.796 91.6815 6.0789 26.2961 2.5074e-06 0.0259759 -0.0759948 5.01266e-06 1508 30. 0.055633 0.046719 20.5983 26.2961 1 2460647.7559606 698120110 1 1.27055565362 23.568539 0.059967 0.946400 21.78556794645 47.963017 0.457275 1.024980 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7431 652 13 1 ZTF_g 2893257374815 0 1.807 46.194 7.25603 25.682 7.1284e-06 0.0415531 -0.058544 1.50389e-05 1412 30. 0.066955 0.052712 19.8132 25.682 3 2460647.7573727 652120148 1 38.19307396787 35.426617 1.199250 0.950322 34.58888785026 64.769035 0.537631 1.113693 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7432 653 16 1 ZTF_g 2893257846015 0 1.8669 55.528 6.05587 25.8049 4.5637e-06 0.0334409 -0.0486816 9.48032e-06 1390 30. 0.057724 0.055764 20.078 25.8049 1 2460647.7578472 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7433 653 16 2 ZTF_g 2893257846115 0 2.0203 52.7028 5.94626 25.7116 5.9775e-06 0.0394786 -0.0464695 1.28189e-05 1534 30. 0.06233 0.056104 19.9357 25.7116 1 2460647.7578472 653120161 1 -42.5893689878 30.593294 -1.548566 0.950888 -35.64456778516 54.857132 -0.654147 1.084505 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7434 652 13 1 ZTF_g 2894196094815 0 1.7689 70.1524 5.75024 26.1391 5.1467e-06 0.0373693 -0.0622131 9.83958e-06 1555 30. 0.080487 0.056409 20.5801 26.1391 1 2460648.6960995 652120148 1 2.33475633962 24.811384 0.104676 1.056035 77.63393001469 44.150471 1.770237 1.132105 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7435 652 13 1 ZTF_r 2894224604815 0 1.6167 307.386 6.63223 26.0661 2.1094e-06 0.0240276 0.0804216 4.01173e-06 1568 30. 0.069079 0.058622 20.456 26.0661 1 2460648.7246065 652120248 1 -13.13626834569 22.038860 -0.663037 0.943796 33.34561337538 43.724705 0.767763 1.061868 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7436 698 3 3 ZTF_r 2895222261015 0 1.4355 191.594 6.28858 26.2504 2.0689e-06 0.0235246 0.079908 4.17193e-06 1510 30. 0.068297 0.060477 20.6988 26.2504 1 2460649.7222685 698120210 1 -33.20406555269 20.652929 -1.788399 1.056959 -88.31689364003 44.810753 -1.984160 1.022593 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7437 698 3 3 ZTF_g 2895254271015 0 2.7438 99.152 5.65165 26.423 3.4901e-06 0.0305209 -0.119957 7.04485e-06 1505 30. 0.065543 0.05186 20.4726 26.423 1 2460649.7542708 698120110 1 44.6141910364 26.783701 1.852922 0.969425 26.82753202827 44.927860 0.601146 1.040159 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 7438 653 16 2 ZTF_g 2895258186115 0 1.9925 78.4008 5.05314 26.1457 3.0368e-06 0.0290477 -0.0645256 6.05163e-06 1607 30. 0.060672 0.050928 20.5486 26.1457 1 2460649.7581829 653120161 1 37.83573429184 22.483965 1.871906 1.024030 36.8709917492 40.527828 0.915897 1.078562 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 7439 653 16 1 ZTF_g 2895258186015 0 1.8314 82.6881 4.80383 26.2355 2.254e-06 0.0240405 -0.0566244 4.38597e-06 1434 30. 0.058066 0.051842 20.7808 26.2355 1 2460649.7581829 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 7440 653 16 1 ZTF_r 2895365816015 0 2.1421 215.253 6.20273 26.1159 1.6713e-06 0.0207592 0.0849621 3.21997e-06 1446 30. 0.063891 0.058335 20.2691 26.1159 1 2460649.8658102 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7441 653 16 2 ZTF_r 2895365816115 0 2.2364 250.544 6.49378 26.0252 1.8186e-06 0.0225553 0.0866644 3.5762e-06 1619 30. 0.06516 0.056821 20.079 26.0252 1 2460649.8658102 653120261 1 2.22056287743 32.683258 0.075578 0.921300 6.11705726736 55.688599 0.110584 1.080988 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7442 652 13 1 ZTF_i 2895394284815 0 2.142 176.22 6.00689 25.2939 1.6918e-06 0.0300089 0.20005 1.11889e-05 1532 30. 0.084042 0.073105 19.566 25.2939 2 2460649.8942824 652120348 1 10.78458529994 28.646172 0.418786 1.031813 15.76803438123 50.672955 0.313268 1.096820 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 7443 653 16 2 ZTF_i 2895403316115 0 2.0907 207.218 6.28223 25.3068 1.1266e-06 0.025172 0.190316 7.96785e-06 1630 30. 0.073136 0.064464 19.4662 25.3068 2 2460649.9033102 653120361 1 -6.9177629337 27.440338 -0.280434 0.979445 -76.66024782029 50.759403 -1.520439 1.046745 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 7444 653 16 1 ZTF_i 2895403316015 0 1.9862 222.804 6.14154 25.3936 1.0678e-06 0.0235198 0.192919 7.46492e-06 1453 30. 0.070241 0.064623 19.6382 25.3936 2 2460649.9033102 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 7445 698 3 3 ZTF_i 2895403781015 0 2.0289 198.915 6.81825 25.5291 1.0457e-06 0.0236261 0.186238 7.81437e-06 1519 30. 0.070776 0.059041 19.5906 25.5291 2 2460649.9037847 698120310 1 -12.838550158 31.375044 -0.455183 0.861349 95.31279782285 60.155666 1.595107 1.033483 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 7446 652 13 1 ZTF_r 2896229344815 0 1.8907 307.954 6.237 26.0765 2.2589e-06 0.0245088 0.0844163 4.27424e-06 1523 30. 0.073597 0.056087 20.3804 26.0765 1 2460650.7293403 652120248 1 -24.67145763683 25.204990 -1.088838 0.957516 -30.04557234161 46.942913 -0.644356 1.069193 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 7447 652 13 1 ZTF_g 2896330944815 0 2.2175 67.3044 6.58256 26.0935 5.8005e-06 0.0381639 -0.0294865 1.18692e-05 1448 30. 0.080738 0.073143 20.1296 26.0935 1 2460650.8309491 652120148 1 -29.33303870376 39.661297 -0.822707 0.899330 76.12451203165 62.011387 1.235857 1.218970 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 7448 698 3 3 ZTF_r 2897158981015 0 1.882 192.277 7.40389 26.2557 1.4248e-06 0.0194429 0.0801048 2.83653e-06 1504 30. 0.060641 0.049876 20.3054 26.2557 1 2460651.6589815 698120210 1 -10.81419287689 29.982685 -0.401216 0.977634 -67.84613040818 59.582195 -1.146367 1.026904 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 7449 653 16 2 ZTF_r 2897185486115 0 2.5038 259.5 6.56379 26.058 2.1728e-06 0.0246296 0.0944955 4.2946e-06 1614 30. 0.06946 0.061526 20.0003 26.058 1 2460651.6854861 653120261 1 -1.73554788612 37.693882 -0.051218 0.914523 10.31511808621 60.405602 0.171914 1.102423 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 7450 653 16 1 ZTF_r 2897185486015 0 2.3973 222.448 6.42234 26.1602 1.9719e-06 0.0225636 0.0870134 3.7953e-06 1443 30. 0.067782 0.064398 20.177 26.1602 1 2460651.6854861 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 7451 698 3 3 ZTF_g 2897220911015 0 2.4537 99.8962 6.66968 26.3883 3.4204e-06 0.0302601 -0.0778718 6.95061e-06 1504 30. 0.065264 0.0533 20.3109 26.3883 1 2460651.7209144 698120110 1 30.04768749084 32.479694 1.029091 1.022654 65.89601455068 55.184727 1.202141 1.045212 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
