 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 2263 652 13 1 ZTF_g 1123183424815 0 2.4366 68.0245 5.63235 26.1211 6.0306e-06 0.0397945 -0.0717796 1.18418e-05 1514 30. 0.093573 0.045606 20.2519 26.1211 1 2458877.6834259 652120148 1 -23.09160416295 34.475445 -0.745073 0.926663 -1.32242737554 56.139866 -0.023715 1.134137 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2264 653 16 2 ZTF_g 1123190966115 0 2.6322 75.6196 5.62497 26.1047 3.9935e-06 0.0327759 -0.0625375 8.11049e-06 1570 30. 0.055215 0.049461 20.1642 26.1047 1 2458877.6909606 653120161 1 9.14686872304 34.361107 0.296115 0.916245 -67.40960145579 54.884785 -1.236474 1.087600 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2265 653 16 1 ZTF_g 1123190966015 0 2.5387 79.3231 5.41905 26.202 3.5565e-06 0.0300084 -0.0637776 7.12126e-06 1427 30. 0.053193 0.04692 20.3333 26.202 1 2458877.6909606 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2266 698 3 3 ZTF_g 1123191411015 0 2.4897 92.9239 6.61781 26.305 3.5209e-06 0.0307187 -0.0865301 7.09634e-06 1507 30. 0.048768 0.049198 20.2288 26.305 1 2458877.691412 698120110 1 15.35995604284 30.135012 0.566987 1.033061 14.98697982858 51.464161 0.293173 1.037366 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2267 653 16 1 ZTF_r 1125092406015 0 1.9557 194.213 10.0722 26.0068 2.9526e-06 0.0277619 0.0800566 5.66029e-06 1451 30. 0.044506 0.040691 19.6808 26.0068 1 2458879.5924074 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 2268 653 16 2 ZTF_r 1125092406115 0 2.0652 222.294 10.2091 25.8975 3.02e-06 0.029005 0.0846259 5.94459e-06 1614 30. 0.047251 0.041301 19.524 25.8975 1 2458879.5924074 653120261 1 17.73869898456 50.102310 0.393839 0.939801 -26.41688774117 88.249100 -0.301361 1.081588 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 2269 652 13 1 ZTF_r 1125092874815 0 1.9608 275.58 10.3465 25.9804 2.6292e-06 0.0264554 0.0805707 4.98759e-06 1527 30. 0.049542 0.037175 19.6301 25.9804 1 2458879.5928704 652120248 1 36.10159958656 49.979000 0.803514 0.988769 134.10176092464 92.857109 1.453900 1.069195 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 2270 698 3 3 ZTF_r 1125094271015 0 1.9147 171.949 10.0467 26.1308 2.2941e-06 0.0248102 0.0889291 4.55677e-06 1514 30. 0.045783 0.038491 19.8392 26.1308 1 2458879.5942708 698120210 1 11.29860825521 38.939655 0.322766 1.103813 -106.40312781229 74.704094 -1.433921 1.034755 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2271 698 3 3 ZTF_g 1125122961015 0 2.3031 71.6453 9.09802 26.0069 5.7978e-06 0.0366869 -0.0496825 1.3653e-05 1376 30. 0.047502 0.039826 19.682 26.0069 1 2458879.622963 698120110 1 -12.09983414608 42.954922 -0.313344 0.893726 65.27219501117 75.279358 0.872906 1.044502 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2272 653 16 2 ZTF_g 1125124906115 0 2.463 44.4765 8.60561 25.508 1.3454e-05 0.0490291 -0.0387954 3.62394e-05 1194 30. 0.056542 0.046305 19.17 25.508 1 2458879.6249074 653120161 1 -23.53078426984 48.447220 -0.540284 0.964890 -74.79288163896 79.453270 -0.947684 1.093625 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2273 653 16 1 ZTF_g 1125124906015 0 2.3778 45.2391 8.46902 25.5945 1.03824e-05 0.0421272 -0.0349106 2.83549e-05 1088 30. 0.051476 0.044801 19.3024 25.5945 1 2458879.6249074 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2274 652 13 1 ZTF_g 1125125354815 0 2.2361 34.8463 9.67265 25.3999 1.24125e-05 0.0439617 -0.0380281 3.38331e-05 1019 30. 0.055409 0.044518 19.0084 25.3999 1 2458879.6253588 652120148 1 -20.95943251077 56.835670 -0.410217 0.914151 -95.85356671326 94.666168 -1.019363 1.136209 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2275 652 13 1 ZTF_g 1126095274815 0 1.9235 71.7606 9.30006 26.1759 5.0408e-06 0.0354157 -0.0391444 1.05748e-05 1440 30. 0.048557 0.040587 19.9655 26.1759 1 2458880.5952778 652120148 1 -43.69497802994 50.451210 -0.963418 0.987479 -6.21602968245 87.631645 -0.071411 1.142367 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2276 653 16 1 ZTF_g 1126095746015 0 1.94 83.3219 8.43103 26.2379 4.5712e-06 0.0333086 -0.0422632 9.57539e-06 1387 30. 0.043487 0.042248 20.1203 26.2379 1 2458880.5957407 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2277 653 16 2 ZTF_g 1126095746115 0 2.1581 79.376 8.45052 26.14 4.9969e-06 0.0360905 -0.0407134 1.06732e-05 1522 30. 0.047591 0.043352 19.9419 26.14 1 2458880.5957407 653120161 1 42.2170605623 42.283356 1.110640 1.199642 -27.33200239135 71.818390 -0.383134 1.110124 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2278 653 16 2 ZTF_g 1126107676115 0 2.2694 79.4615 7.01964 26.1601 4.082e-06 0.0332972 -0.0628994 8.35027e-06 1583 30. 0.047455 0.040632 20.1039 26.1601 1 2458880.6076736 653120161 1 -36.70791979173 39.675537 -1.029181 0.890709 5.96963913695 68.737190 0.087432 1.084841 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2279 653 16 1 ZTF_g 1126107676015 0 2.1045 82.8397 6.89208 26.2489 3.4346e-06 0.0295702 -0.0622776 6.80919e-06 1424 30. 0.044302 0.03704 20.282 26.2489 1 2458880.6076736 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2280 652 13 1 ZTF_g 1126108134815 0 2.0146 71.5937 7.37147 26.1763 4.5601e-06 0.0343806 -0.0582473 9.05398e-06 1492 30. 0.055968 0.03784 20.175 26.1763 1 2458880.6081366 652120148 1 51.34953947255 36.326649 1.572411 1.103257 126.48712890937 63.440147 2.007231 1.128513 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2281 698 3 3 ZTF_g 1126114151015 0 1.9494 98.4555 8.26594 26.3577 2.7931e-06 0.0274013 -0.0635101 5.64785e-06 1506 30. 0.042268 0.035085 20.2856 26.3577 1 2458880.6141551 698120110 1 -18.6690268561 30.858055 -0.672989 1.068231 -54.18072470185 59.633736 -0.914677 1.034830 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2282 698 3 3 ZTF_r 1126158061015 0 2.1077 185.481 8.34941 26.2133 1.7631e-06 0.0217524 0.0880525 3.51359e-06 1514 30. 0.044143 0.039167 20.0918 26.2133 1 2458880.6580671 698120210 1 65.32022637842 37.439949 1.940740 0.936675 151.67228046462 69.168625 2.207559 1.041716 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2283 652 13 1 ZTF_r 1126161734815 0 2.1926 302.064 8.07464 26.0642 2.2184e-06 0.024367 0.0849 4.21652e-06 1537 30. 0.058059 0.041032 19.9103 26.0642 1 2458880.6617361 652120248 1 0.53686668194 41.554066 0.014372 1.046762 38.81796974041 72.176048 0.541446 1.090236 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 2284 653 16 1 ZTF_r 1126162196015 0 2.4005 217.533 7.43737 26.1272 2.3109e-06 0.0244819 0.0833756 4.41499e-06 1455 30. 0.052845 0.043023 19.9708 26.1272 1 2458880.6621991 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 2285 653 16 2 ZTF_r 1126162196115 0 2.5392 252.049 7.49689 26.0293 2.3802e-06 0.0256935 0.0903727 4.64723e-06 1612 30. 0.052529 0.041914 19.8239 26.0293 1 2458880.6621991 653120261 1 22.97892636418 43.762848 0.584089 0.870774 0.77659657737 70.158104 0.011144 1.097769 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 2286 652 13 1 ZTF_g 1128099524815 0 2.524 71.9811 10.1266 26.1727 6.9559e-06 0.0392132 -0.0262164 1.61253e-05 1332 30. 0.05222 0.048721 19.6605 26.1727 1 2458882.5995255 652120148 1 -54.03577060792 59.590824 -1.008688 1.018961 -63.17947857676 93.634117 -0.679293 1.163503 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2287 653 16 1 ZTF_g 1128099986015 0 2.1395 83.5065 9.43743 26.2474 4.6948e-06 0.033045 -0.0385037 1.02729e-05 1347 30. 0.042863 0.041037 19.9368 26.2474 1 2458882.5999884 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2288 653 16 2 ZTF_g 1128099986115 0 2.2521 79.7149 9.43578 26.1548 5.1685e-06 0.0362378 -0.0392699 1.13396e-05 1497 30. 0.048647 0.044753 19.7999 26.1548 1 2458882.5999884 653120161 1 7.13511859721 50.287117 0.157834 1.009444 -93.78519829357 85.379883 -1.105844 1.100591 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2289 698 3 3 ZTF_g 1128119681015 0 2.2856 98.275 10.1101 26.3508 4.0773e-06 0.0318328 -0.0595991 8.94704e-06 1436 30. 0.043898 0.040573 19.902 26.3508 1 2458882.6196875 698120110 1 56.03032883147 46.410969 1.342942 0.936573 103.73137124648 81.627541 1.279348 1.043595 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2290 698 3 3 ZTF_r 1128135541015 0 2.4759 186.496 9.49678 26.2153 2.426e-06 0.0255382 0.0925881 4.82383e-06 1512 30. 0.046949 0.044675 19.8134 26.2153 1 2458882.635544 698120210 1 -63.60345078384 48.556461 -1.457097 0.992726 -10.345124988 80.750443 -0.128975 1.059113 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2291 698 3 3 ZTF_r 1129184221015 0 3.1717 168.131 16.2555 26.0935 8.1823e-06 0.044134 0.0915902 1.65023e-05 1337 30. 0.061014 0.07067 18.9025 26.0935 1 2458883.6842245 698120210 1 67.13422917438 94.173523 0.792994 1.017364 10.18654701974 133.994156 0.076534 1.110762 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2292 653 16 1 ZTF_r 1129184676015 0 2.9215 195.263 13.5796 26.0109 7.0912e-06 0.0408958 0.102005 1.39527e-05 1317 30. 0.063407 0.065876 19.058 26.0109 1 2458883.6846759 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 2293 653 16 2 ZTF_r 1129184676115 0 2.9851 227.119 13.3054 25.9223 8.2089e-06 0.0449959 0.0864399 1.6312e-05 1428 30. 0.066469 0.072983 18.9791 25.9223 1 2458883.6846759 653120261 1 -103.82729708274 86.684135 -1.332376 0.962906 -116.09151496738 126.085289 -0.926939 1.143960 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 2294 652 13 1 ZTF_g 1130120014815 0 4.3337 70.1529 11.2888 26.1656 1.6864e-05 0.0436313 -0.033836 4.78085e-05 794 30. 0.079508 0.069887 19.0393 26.1656 1 2458884.6200116 652120148 1 28.72430925899 101.979416 0.313323 0.889864 -18.26500513951 126.309387 -0.145579 1.290204 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2295 652 13 1 ZTF_r 1130152324815 0 3.5979 298.37 11.292 26.0584 8.2878e-06 0.0453057 0.0928458 1.56837e-05 1421 30. 0.074936 0.063658 19.138 26.0584 1 2458884.6523264 652120248 1 57.94049984215 82.282036 0.783307 0.987472 80.63507214974 109.600777 0.740671 1.164956 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 2296 653 16 2 ZTF_r 1132122076115 0 2.5846 257.729 9.90441 26.0591 3.8206e-06 0.0325578 0.0837712 7.5005e-06 1610 30. 0.059351 0.048796 19.5278 26.0591 1 2458886.6220718 653120261 1 78.74498318681 57.473377 1.524091 0.987435 107.70859739951 92.068069 1.177759 1.088193 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 2297 653 16 1 ZTF_r 1132122076015 0 2.4131 220.543 10.066 26.1539 2.8871e-06 0.0273269 0.0822667 5.53736e-06 1446 30. 0.056 0.048293 19.6599 26.1539 1 2458886.6220718 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 2298 698 3 3 ZTF_r 1132122991015 0 2.3453 187.553 11.2905 26.2258 3.1734e-06 0.0291711 0.0869977 6.28075e-06 1516 30. 0.052858 0.042223 19.6592 26.2258 1 2458886.6229977 698120210 1 -3.65003575074 52.891232 -0.076766 0.989082 12.91095100217 91.937500 0.141378 1.041958 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2299 698 3 3 ZTF_g 1132154671015 0 3.38 95.8038 14.171 26.3302 1.25159e-05 0.0435012 -0.0440944 3.64219e-05 1011 30. 0.06651 0.060032 19.2053 26.3302 1 2458886.6546759 698120110 1 126.11362819188 88.361778 1.587641 1.016482 238.21550586231 122.531090 1.957217 1.101735 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2300 653 16 1 ZTF_g 1132159026015 0 3.4409 80.9552 12.4475 26.2349 1.36836e-05 0.0426813 -0.0491774 3.99562e-05 914 30. 0.072431 0.069306 19.2321 26.2349 1 2458886.6590278 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2301 653 16 2 ZTF_g 1132159026115 0 3.4817 77.3595 12.2571 26.1355 1.44416e-05 0.0452532 -0.0408489 3.9509e-05 996 30. 0.07108 0.067704 19.1367 26.1355 1 2458886.6590278 653120161 1 -4.55354465027 86.843651 -0.058327 0.919474 102.04964377774 118.627533 0.866046 1.149691 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2302 653 16 1 ZTF_g 1132179366015 0 2.8243 80.5536 12.7155 26.2084 1.03631e-05 0.0415021 -0.0347653 2.8468e-05 1061 30. 0.06026 0.055943 19.3408 26.2084 1 2458886.6793634 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2303 653 16 2 ZTF_g 1132179366115 0 3.0039 76.6935 12.5283 26.1173 9.6623e-06 0.0404001 -0.0415872 2.58176e-05 1109 30. 0.067325 0.057516 19.2164 26.1173 1 2458886.6793634 653120161 1 -8.02845205531 71.385986 -0.125105 1.066792 -52.64789638873 105.923759 -0.500383 1.116895 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2304 698 3 3 ZTF_g 1132195111015 0 2.89 92.5678 15.109 26.2965 9.5941e-06 0.0406593 -0.0445829 2.66332e-05 1099 30. 0.066278 0.058183 19.2236 26.2965 1 2458886.6951157 698120110 1 138.66510756287 86.234474 1.788715 0.930277 241.09014202238 131.409073 1.847010 1.064146 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2305 653 16 1 ZTF_r 1133101706015 0 1.7184 221.093 11.2354 26.1436 2.5524e-06 0.0257809 0.0857247 4.8762e-06 1452 30. 0.044458 0.042548 19.7882 26.1436 1 2458887.6017014 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 2306 653 16 2 ZTF_r 1133101706115 0 1.9319 256.163 11.1159 26.0511 2.7742e-06 0.0278071 0.0854094 5.42522e-06 1619 30. 0.04619 0.043692 19.6259 26.0511 1 2458887.6017014 653120261 1 18.27016375577 52.455879 0.387439 1.042952 72.35432644847 96.453781 0.755197 1.074747 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 2307 652 13 1 ZTF_r 1133102164815 0 1.6241 308.005 12.0227 26.0969 2.8733e-06 0.0275924 0.0868918 5.43887e-06 1526 30. 0.045523 0.048649 19.7724 26.0969 1 2458887.6021644 652120248 1 -67.33494580216 52.320671 -1.431601 0.954732 -102.93265862196 103.271645 -1.003430 1.068916 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 2308 698 3 3 ZTF_r 1133103071015 0 1.3794 188.125 12.2411 26.225 2.9376e-06 0.0279406 0.0901775 5.8659e-06 1505 30. 0.069084 0.07349 19.9512 26.225 1 2458887.6030787 698120210 1 -65.00296817881 43.127060 -1.676633 1.021853 42.36254382998 93.175613 0.457715 1.024895 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2309 652 13 1 ZTF_r 1133110394815 0 1.7003 306.631 11.3168 26.0817 2.5134e-06 0.0258985 0.0866217 4.77812e-06 1533 30. 0.045252 0.046642 19.775 26.0817 1 2458887.6103935 652120248 1 33.22263827289 51.733337 0.714362 0.889126 44.43130162719 100.934761 0.443163 1.070618 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 2310 652 13 1 ZTF_g 1133181064815 0 2.0763 68.1532 14.6759 26.1327 8.0473e-06 0.0400024 -0.031573 2.00481e-05 1211 30. 0.049774 0.045371 19.3565 26.1327 1 2458887.6810648 652120148 1 -120.64577711341 81.149170 -1.653800 0.972140 -226.87352873085 139.625061 -1.635821 1.135410 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2311 698 3 3 ZTF_g 1136217971015 0 4.7191 85.9003 16.0072 26.2032 7.5328e-05 0.0665514 -0.0306074 0.000240386 534 30. 0.117183 0.114141 18.6328 26.2032 1 2458890.7179745 698120110 1 -131.97830440569 128.179260 -1.145354 0.992784 -74.29593063258 152.011414 -0.492044 1.230683 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 2312 652 13 1 ZTF_g 1136218424815 0 4.1803 62.0573 14.6396 26.0375 4.69022e-05 0.061262 -0.0237009 0.000135843 632 30. 0.106695 0.104218 18.6708 26.0375 1 2458890.7184259 652120148 1 -13.24916189726 126.280045 -0.116710 0.932429 -60.92842654173 158.575714 -0.386811 1.245488 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 2313 653 16 1 ZTF_g 1136221146015 0 4.005 71.6417 14.0862 26.1007 3.64365e-05 0.0535939 -0.0383161 0.000115442 650 30. 0.103415 0.088398 18.8295 26.1007 1 2458890.7211458 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 2314 653 16 2 ZTF_g 1136221146115 0 4.0228 67.605 13.8303 25.9939 3.58477e-05 0.0578171 -0.0233768 9.93054e-05 696 30. 0.107402 0.096446 18.7306 25.9939 1 2458890.7211458 653120161 1 72.75328610788 108.465912 0.746129 0.930964 96.53301856594 138.353012 0.702429 1.186506 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 2315 698 3 3 ZTF_r 1137100281015 0 1.8166 185.458 11.6783 26.2125 2.6237e-06 0.026555 0.0917293 5.22046e-06 1512 30. 0.042554 0.042813 19.7866 26.2125 1 2458891.6002894 698120210 1 18.6556591722 46.448734 0.446778 0.968165 24.63588291117 91.535515 0.270953 1.029098 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 2316 652 13 1 ZTF_g 1138205754815 0 2.6843 354.287 14.2023 27.5553 3.0741e-06 0.0287114 -0.0343272 5.8602e-06 1534 120. 0.051151 0.048507 20.6393 27.5553 2 2458892.7057523 1000652130148 1 85.49059156757 77.982094 1.219490 0.983682 29.13094838657 122.958939 0.238512 1.107639 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
